codigo,disciplina,professor,di,ano,bimestre,semana,numeroAula,titulo,sinopse,linkYoutubeOriginal,slidesDisponivel,status,idTvCultura,duracaoMinutos,linkLibras,linkAudiodescricao,ccLegenda,linkDownload
ADM410,Planejamento e ferramentas de gestão estratégica ,Eduardo Ferro dos Santos,,2025,1,0,0,Apresentando seu Plano de Negócios: Dicas e Estratégias,"Nesta videoaula, o professor Eduardo Ferro dará dicas de como estruturar e apresentar seu plano de negócios de maneira profissional e persuasiva.",https://youtu.be/Xf2uGSAtco0,ok,finalizado,2390P017829,,https://youtu.be/Jl3Pr-ZUXqc,https://youtu.be/pLiRSK5DeRY,OK/OK,ok
ADM410,Planejamento e ferramentas de gestão estratégica ,Eduardo Ferro dos Santos,,2025,1,0,0,Revisão Geral da Disciplina,"Nesta videoaula, o professor Eduardo Ferro revisará os principais conceitos abordados no curso, consolidando o conhecimento adquirido para a finalização do plano de negócios.",https://youtu.be/KM2FyR48yno,ok,finalizado,2390P017830,,https://youtu.be/QKnRKzCOSD8,https://youtu.be/1cBDcu7PIw0,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Apresentação,,https://youtu.be/PXNrvxfGsLI,ok,finalizado,2390P018000,,,,,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Organizações digitais e modelo de negócios,"Nesta videoaula, a professora Luciana Oranges Cezarino trata das diferenças entre negócios tradicionais e digitais, analisando o impacto da tecnologia nos modelos de negócios e explorando exemplos práticos brasileiros para destacar como a inovação digital transforma a forma de operar e competir no mercado.",https://youtu.be/vShUNAbNT4E,ok,finalizado,2390P017961,,https://youtu.be/lMydSRmUocg,https://youtu.be/cgn_khvMk-0,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Desafios e Oportunidades no Ambiente Digital,"Nesta videoaula, a professora Luciana Oranges Cezarino discute sobre as oportunidades de produtividade, eficácia e eficiência apresentadas pelo mundo digital, também contrapondo as dificuldades de segurança e qualificação paradoxalmente oferecidas.",https://youtu.be/6_0xJfkWnF4,ok,finalizado,2390P017962,,https://youtu.be/jRhoBOclB_4,https://youtu.be/pjejX0VU8jo,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,O que é o modelo de negócios?,"Nesta videoaula, explora-se o conceito de modelo de negócios, sua importância para o sucesso organizacional e os elementos essenciais para sua construção. Foi discutido como modelos de negócios representam a espinha dorsal das organizações, descrevendo como elas criam, entregam e capturam valor. Foram apresentados exemplos de modelos bem-sucedidos, como assinatura, marketplace, freemium, e-commerce, publicidade, licenciamento, franquias, serviços on-demand e crowdfunding. A videoaula destacou a proposta de valor como elemento central, abordando também as dimensões de criação, entrega e captura de valor, com exemplos práticos de empresas como Totvs, C6 Bank e Wine, para facilitar a compreensão de estratégias sustentáveis e inovadoras.",https://youtu.be/Eac1vJVaPPw,ok,finalizado,2390P017963,,https://youtu.be/5BSx53_F54Y,https://youtu.be/lUry-eGad_E,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Modelo de Negócios CANVAS: definição,"Nas videoaulas sobre o modelo de negócios Canvas, explorou-se como essa ferramenta visual, criada por Alexander Osterwalder, simplifica o planejamento estratégico, permitindo visualizar e estruturar as operações de uma empresa em nove blocos essenciais. Esses blocos incluem: proposta de valor, segmentos de clientes, canais de distribuição, relacionamento com clientes, fontes de receita, recursos principais, atividades-chave, parcerias principais e estrutura de custos. Cada um desempenha um papel crucial na criação, entrega e captura de valor, ajudando empresas de todos os tamanhos a se adaptarem às rápidas mudanças do mercado. Ao longo das aulas, é analisado como os blocos se conectam e dependem uns dos outros para formar modelos de negócios eficientes, com exemplos práticos de negócios digitais e tradicionais. O Canvas foi apresentado como um guia dinâmico para inovação, escalabilidade e tomada de decisões estratégicas no mundo empresarial atual.",https://youtu.be/HlhuTUX8RGA,ok,finalizado,2390P017964,,https://youtu.be/BhbZZJK18bU,https://youtu.be/QiDXCkKig60,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Startups: pequenas gigantes,"A professora Luciana Oranges Cezarino, nesta videoaula, apresenta as verticais de startups, como fintechs, healthtechs, edtechs, climatechs e agtechs, destacando exemplos nacionais e internacionais. Discute-se como essas startups utilizam tecnologia para criar soluções inovadoras e impactar setores específicos. Além disso, a interconexão entre essas verticais e o uso de tecnologias transversais, como inteligência artificial, internet das coisas e big data, é analisada para demonstrar como o ecossistema de inovação funciona na prática.",https://youtu.be/1fr7whVN4CM,ok,finalizado,2390P017966,,https://youtu.be/MKxxHsmylDk,https://youtu.be/Bt5tQ7S42hg,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Exemplos de startups: inovação de disruptura,"A professora Luciana Oranges Cezarino, nesta videoaula, apresenta as verticais de startups, como fintechs, healthtechs, edtechs, climatechs e agtechs, destacando exemplos nacionais e internacionais. Discute-se como essas startups utilizam tecnologia para criar soluções inovadoras e impactar setores específicos. Além disso, a interconexão entre essas verticais e o uso de tecnologias transversais, como inteligência artificial, internet das coisas e big data, é analisada para demonstrar como o ecossistema de inovação funciona na prática.",https://youtu.be/JLVnp-PiaTQ,ok,finalizado,2390P017967,,https://youtu.be/MEceoCAEdtY,https://youtu.be/PVIfgU9AtzU,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Introdução à Metodologia Lean Startup,"Nesta videoaula, foram explorados os fundamentos da metodologia lean startup, desenvolvida por Eric Ries para reduzir riscos e acelerar a inovação em produtos e serviços. O conceito central da abordagem é testar ideias rapidamente por meio de ciclos curtos de feedback, permitindo ajustes contínuos baseados em dados reais. Discute-se a diferença entre o planejamento tradicional e o método ágil, destacando exemplos reais como Amazon, Instagram e Airbnb, que começaram com soluções simples antes de expandir seus modelos de negócio. Além disso, foram abordados os princípios do lean startup, como aprendizado validado, envolvimento do cliente e iteração contínua, e fornecemos dicas práticas para sua aplicação em projetos pessoais e profissionais.",https://youtu.be/mcrm9GCmIyI,ok,finalizado,2390P017968,,https://youtu.be/kpY7nnP3pNI,https://youtu.be/nE2D_3vAgqk,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Desenvolvimento de MVP e Ciclos de Feedback,"Nesta videoaula, aprofunda-se o conceito de produto mínimo viável (MVP), uma estratégia utilizada por startups para lançar versões simplificadas de produtos e validar hipóteses com usuários reais antes de grandes investimentos. São exploradas as vantagens do MVP, incluindo redução de riscos, eficiência de recursos e aprendizado contínuo, e destaca-se a importância dos ciclos de feedback, fundamentais para aprimorar produtos de maneira iterativa. Também são discutidas ferramentas para coleta e análise de feedback, como Google Forms, Hotjar e Testes A/B, e foi analisado o caso do Uber, que utilizou MVP e aprendizado contínuo para revolucionar o setor de transportes. A aula finaliza com reflexões sobre pivotagem, ou seja, a capacidade de mudar a estratégia sem perder a visão do negócio.",https://youtu.be/C3mx7I4jpWY,ok,finalizado,2390P017969,,https://youtu.be/LZyPgaN_owM,https://youtu.be/RNBcdZvxQ9c,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Métricas e KPIs Essenciais para Negócios Digitais,"A videoaula explora a importância das métricas e dos indicadores-chave de desempenho (KPIs) na gestão de negócios digitais, mostrando como essas ferramentas auxiliam na análise de desempenho, otimização de estratégias  e aumento da conversão de clientes. A diferença entre métricas e KPIs é destacada, esclarecendo que enquanto métricas representam dados gerais sobre interações no ambiente digital, os KPIs são métricas estratégicas diretamente ligadas aos objetivos da empresa, como taxa de conversão, taxa de rejeição, ROI e taxa de cliques (CTR). São apresentados os principais KPIs para diferentes modelos de negócios digitais, incluindo websites, redes sociais, e-commerce e campanhas digitais, além de orientações sobre como escolher indicadores eficazes, evitando métricas de vaidade e priorizando aqueles que realmente impactam os resultados. A videoaula também aborda ferramentas de monitoramento, como Google Analytics, Hotjar e HubSpot, essenciais para acompanhar o desempenho das estratégias digitais. Como exemplo prático, é analisado um estudo de caso de uma loja virtual que, ao monitorar seus KPIs, conseguiu diagnosticar problemas como alta taxa de abandono de carrinho e baixa conversão, implementando melhorias que resultaram em aumento significativo nas vendas e na satisfação dos clientes. O conteúdo reforça que KPIs não são apenas números, mas instrumentos essenciais para a tomada de decisões estratégicas baseadas em dados, garantindo a competitividade e o crescimento sustentável no mercado digital.",https://youtu.be/4HvNXKOaYUM,ok,finalizado,2390P017970,,https://youtu.be/Mdu9o4rBUb0,https://youtu.be/aQslCIW9mqs,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Introdução aos Dashboards para Negócios Digitais,"Esta videoaula introduz conceitos fundamentais de dashboards e mostra como identificar métricas-chave aplicáveis a qualquer tipo de negócio. Também destaca a importância de diferenciar as métricas de atração, conversão e receita, mostrando como utilizá-las para ajustar campanhas e otimizar investimentos com base em insights reais. A abordagem enfatiza que métricas não funcionam isoladamente e que é crucial analisar dados de forma conjunta para obter uma visão abrangente do desempenho organizacional.",https://youtu.be/Dg-01u_x4nY,ok,finalizado,2390P017971,,https://youtu.be/zJIa6kkbG8Y,https://youtu.be/dMuh3M5lHRM,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Construindo e Personalizando Dashboards,"Esta videoaula foca na prática de criar dashboards utilizando o Excel como ferramenta principal. Também mostra como organizar dados de maneira clara e visual, utilizando tabelas dinâmicas e gráficos interativos. Além disso, demonstra um passo a passo detalhado para a construção de um dashboard de vendas, abordando desde a importação de dados até a personalização visual do painel e são apresentadas técnicas para testar e ajustar o dashboard conforme as necessidades estratégicas da organização.",https://youtu.be/7FX2Vju0dkY,ok,finalizado,2390P017972,,https://youtu.be/FNlAjZ-F9IE,https://youtu.be/EcQ-D5HsHNw,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Interpretando Dashboards e Tomando Decisões Estratégicas,"A professora Luciana Cezarino entrevista a professora Marize Miranda, da SPtech, que traz uma discussão sobre dashboards e tomadas de decisões.",https://youtu.be/1I0tT109lqA,ok,finalizado,2390P017973,,https://youtu.be/18h8VZ8Eqsg,https://youtu.be/kDmVqV62DKY,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Integração dos Conceitos: Planejamento Estratégico Digital,"Nesta videoaula, a professora Luciana Cezarino traz uma comparação entre o planejamento estratégico tradicional e o planejamento estratégico digital. Também apresenta as características mais específicas deste tipo de trabalho.",https://youtu.be/Wfk1Dmv1iKk,ok,finalizado,2390P017974,,https://youtu.be/fFhhwKj-mh8,https://youtu.be/63RkZn8LGts,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Elaborando um Plano Estratégico Digital Completo,"Esta videoaula aborda a elaboração de um plano estratégico digital completo, com foco em construir uma presença digital efetiva, engajar consumidores, aumentar conversões e diferenciar-se em mercados competitivos. São exploradas as etapas de diagnóstico inicial, incluindo análise do cenário atual, identificação do público-alvo e avaliação da concorrência, utilizando ferramentas como Google Analytics, Swot digital e benchmarking de redes sociais. A definição de Smart orienta a criação de objetivos específicos, mensuráveis, alcançáveis, relevantes e temporais. A aula também aborda os pilares estratégicos, uso de ferramentas tecnológicas para gestão de redes sociais, análise de dados e automação de marketing, bem como a implementação do plano, com cronograma de ações e divisão de tarefas. O monitoramento contínuo é realizado por meio de KPIs como taxa de conversão, engajamento em redes sociais e ROI, garantindo a adaptação e a eficácia das estratégias digitais.",https://youtu.be/Q6i6Ml53jh4,ok,finalizado,2390P017975,,https://youtu.be/h0txlDyhvNY,https://youtu.be/UxNTQxdkfE4,OK/OK,ok
ADM420,Organizações digitais e modelos de negócios,Luciana Oranges Cezarino,,2025,1,0,0,Revisão Geral,"Nesta videoaula, a professora Luciana Cezarino apresenta alguns aspectos mais importantes para a revisão do conteúdo visto na disciplina Organizações Digitais e Modelos de Negócios.",https://youtu.be/k3S-oyfuYHo,ok,finalizado,2390P017976,,https://youtu.be/rg1UI-_jBkA,https://youtu.be/VSeQxgcWs_Y,OK/OK,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Conceitos Ecológicos,"Nesta videoaula, o professor Marcelo Meratti explica conceitos fundamentais de ecologia, como espécies, populações e comunidades. Ele destaca as interações entre fatores bióticos e abióticos, introduzindo o ecossistema como um espaço dinâmico influenciado pelas ações humanas",https://youtu.be/8gyevef_cHg,Não tem slides,finalizado,2390P017565,,https://youtu.be/waKvUXdiTuY,https://youtu.be/wwxeKb5RaUs,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Fluxo de Energia e Cadeias Alimentares nos Ecossistemas,"Nesta segunda videoaula, são abordados conceitos sobre cadeias e teias alimentares, produtores, consumidores e decompositores. O professor explica a base da cadeia alimentar, o papel dos organismos na transferência de energia e a importância do equilíbrio ecológico, destacando os impactos das interferências humanas",https://youtu.be/2JeNApHQuAo,Não tem slides,finalizado,2390P017566,,https://youtu.be/sKnzFkCVlgE,https://youtu.be/mxZ9DkRTUjc,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Impactos e Sustentabilidade,"Nesta videoaula, o professor explora os impactos ambientais causados por ações humanas, classificando-os como positivos ou negativos, temporários ou permanentes. São apresentados exemplos práticos e discutidas estratégias de monitoramento e modelagem ambiental para avaliar e minimizar esses impactos​",https://youtu.be/k9lmJdsXlH8,Não tem slides,finalizado,2390P017567,,https://youtu.be/1lXkYRoYpQs,https://youtu.be/dhG3RNmP7W8,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Ciclo da Água,"A videoaula explora o ciclo natural da água, desde a evaporação até a precipitação, destacando sua importância para os ecossistemas. Apresenta o ciclo longo e curto da água, e introduz o conceito de ciclo artificial influenciado por ações humanas. Discute impactos positivos como estações de tratamento de esgoto, e negativos como a poluição por baterias e a impermeabilização do solo, que intensificam enchentes. A aula finaliza com um convite à reflexão sobre ações individuais para reduzir o impacto no ciclo da água.",https://youtu.be/IE325rvu5sY,Não tem slides,finalizado,2390P017568,,https://youtu.be/JkYoXW8a580,https://youtu.be/Fuib1cYGN4w,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Ciclo do Carbono,"A videoaula detalha o ciclo do carbono, desde fontes naturais como vulcões e respiração, até a fotossíntese que o remove da atmosfera. Explica a formação de combustíveis fósseis e o impacto da sua queima, que aumenta drasticamente o carbono atmosférico, intensificando o efeito estufa e acidificando oceanos. São abordados os efeitos negativos como o aquecimento global e a perda de biodiversidade, e a importância de ações individuais e empresariais para reduzir a pegada de carbono.",https://youtu.be/h94W1gDcC40,Não tem slides,finalizado,2390P017569,,https://youtu.be/3hUFfTIBsyw,https://youtu.be/QunS-0ZowCM,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Ciclo do Nitrogênio,"A videoaula explica as quatro etapas do ciclo do nitrogênio: fixação (bactérias em leguminosas), amonificação (decomposição), nitrificação (bactérias transformando amônia em nitrito/nitrato) e desnitrificação. Enfatiza a importância do nitrogênio para a vida e como atividades humanas, como esgoto e uso excessivo de fertilizantes, causam desequilíbrios, levando à eutrofização e poluição da água. A aula destaca práticas como rotação de culturas para reduzir a dependência de fertilizantes industriais e mitigar impactos negativos no ciclo do nitrogênio.",https://youtu.be/Om7SaPELwlw,Não tem slides,finalizado,2390P017570,,https://youtu.be/C9lqvgKj7FE,https://youtu.be/b2HTD_SfV6o,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Gestão de Recursos Hídricos - Consumos da água,"A videoaula discute a importância da preservação da água, destacando a escassez dos recursos hídricos e os impactos do consumo desenfreado. São apresentadas estratégias para reduzir o desperdício em residências, empresas e indústrias, com foco em soluções práticas e políticas de gestão hídrica.",https://youtu.be/qqoPxHb2ywg,Não tem slides,finalizado,2390P017571,,https://youtu.be/8BdlSD8LrQM,https://youtu.be/FBqWGc_ry0I,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Gestão de Recursos Hídricos - Tratamentos de Água,"A videoaula explora o tratamento de efluentes, explicando as etapas de purificação da água utilizada antes de seu retorno ao meio ambiente. Aborda processos físicos, biológicos e químicos, além de desafios ambientais e regulatórios na gestão de resíduos hídricos.",https://youtu.be/EacFC1qMbhA,Não tem slides,finalizado,2390P017572,,https://youtu.be/U00yXuhd40U,https://youtu.be/g-4OE8l0cig,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Resíduos sólidos,"Nesta videoaula o professor Marcelo Meratti, aborda a gestão de resíduos sólidos, diferenciando conceitos importantes como lixo, resíduo e rejeito. O professor explica que 60% dos resíduos no Brasil têm destinação adequada, enquanto 40% são descartados incorretamente. São discutidos os principais pilares da Política Nacional de Resíduos Sólidos (2010): manejo adequado, responsabilidade compartilhada e logística reversa. A aula também aborda problemas como poluição dos oceanos e apresenta soluções como os 5Rs e economia circular.",https://youtu.be/iGImTFg5Q48,Não tem slides,finalizado,2390P017573,,https://youtu.be/T8edd2mjke0,https://youtu.be/VxNE7ntjinM,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Impactos ambientais no Estado de São Paulo - CETESB parte 1,"Nesta videoaula, o Professor Marcelo Meratti entrevista Fernanda Sobral, especialista da CETESB, na sede da Companhia. Ela explica o papel importante da CETESB na Avaliação de Impactos Ambientais em São Paulo e como o órgão licencia projetos, detalhando os principais estudos ambientais utilizados.",https://youtu.be/1FIdbm_KUsU,Não tem slides,finalizado,2390P017574,,https://youtu.be/UgOwjoA1KG4,https://youtu.be/OrRJO8CUxP8,,ok
CAM400,Ciências do Ambiente,Luciana Oranges Cezarino,,2025,1,0,0,Impactos ambientais no Estado de São Paulo - CETESB parte 2,"Na continuação da entrevista com Fernanda Sobral, especialista da CETESB, o Professor Marcelo Meratti discute a gestão de imprevistos na AIA. Ela aborda a eficácia da avaliação e apresenta exemplos práticos de medidas mitigadoras e tecnologias para reduzir impactos ambientais.",https://youtu.be/Nfep1RRBIg8,Não tem slides,finalizado,2390P017575,,https://youtu.be/HOMTyti6jXY,https://youtu.be/jHjrKW3Jp-A,,ok
